file_path,transcription,topic,topic_probability,nouns,probabilities
でもなんか訳が違うわけよ
正直先輩後輩もクソもないんだけど
一応僕の方が先輩的な立ち位置というか
なんかまあ歴とかで測っちゃうとさ
向こうはCDデビューしてまだ4ヶ月しか経ってませんから
ラジオもまだ慣れてはいないと思うんだよね
今まではね本当だって僕たちの一発目のゲスト霜降りだよ
バリオートじゃん
まあミネタさんとかそういう人も来たけど
ベッキーとかベッキーは特に接点ないよ
本当にその後も一回待ってないんだからラジオ終わったから
こうやってちゃんとしかも3人で
いやわざわざねこう来てくれてありがたい気持ちもあるんですけど
あの僕が回さなきゃいけないってことよ
いや来てくれて本当ありがたい気持ちと
回さなきゃいけないの嫌だなの気持ち
僕がそういう気持ちをねあの抱えております
ココロ?ココロ?ココロが回せよ
ねえ加藤?加藤がやれよ
回すよりしっかりしてるじゃない加藤
あのココロちゃんは加藤ココロちゃんといいます
デビューしてからローマ人の名前だけの表記なんだけど
オーディションから見てたらなんかフルネームって呼びたくなるっていうか
そうずっとオーディション中はみんなフルネームの漢字とかで
そうココロあやねうだけど僕の中では加藤ココロ高見あやねうですよ
まあ事前にお知らせしてた通り
はいもう正直さっきそれこそウとすれ違いましたよ
僕がこう日本放送来たときに学校入ろうとしたらちょうどウが自分の学校から出てきて
そうなんかうちもすごいかわいい本当にかわいい笑顔でお願いしますって言ってたからね
そういうかわいい笑顔でお願いしますって言ってくれたときは僕もはじめますみたいな感じで
学校入ってもうみんなにえウいたんだけどって言って
えウいたみたいな
でもさそれをさいきなりウウウとか言ってもなんかちょっとキモいかなっていうのがあってすかしちゃうんだよね
いやまあちょっとウは本当にマジでフライングで会いました
ウは何で来たんですかね日本王将
タクシー?
やっぱループループかな
ループあの緑の乗り物のループに乗って3人列になって移動してきたのかなキックボードでビューンって言って
僕の予想はねそのループとか使ってんじゃないかなとまだみーあいさんは
でウがループ乗ってるとこ見てーもんだって
せーぴーんって言ってビューってあのロングヘアをシャーって
なびかして優雅にループを乗って日本放送に来たと思いますので
ウって何って思うんですけどみゅーさんのことです
あのさくらみゅーはいさくらみゅーさんがいます今日来ます
うん今週ねこういうのめちゃくちゃ多いと思うので日報見たことの人たちはもう気をつけてください
全然平気で言うからね僕そのみんなが知らんみんなってか見てないとわかんないこと
ゆめきとかさ毎回ゆめきって言ってわかんない人見るかもんだけど
いやもうほんと地面師だ地面師とかさで先週地面師のさジングル撮ったじゃん
僕あれ見てないのにハリソンあのあの中とか読まされて僕一回ハリソンあの中って言ってるからね
知らない取り直したのよあれ絶対知らないんだもんもう中学生かそっち系かと思うじゃんハリソン芸人なのかなみたいな
でハリソンあの中とか言ったらあの中だったらしくて
とかもう知らなくてももう乗っかってったっていうねとこもあるのでちょっと日報知らない人はもう無理やりねこうわかった気になってください
日報って言葉自体もそうだよね
MIが結成されたオーディションの番組プロデュースは?
ジャパン・ザ・ガールズのことそれを日報
いやでもさほんとに分かんない人は分かんないよだって僕もう全然だって日報の文字もないじゃん
ジャパンとプロデュースってことかも知らないけど僕ずっと日報って言ってたんだよもうだって知らないMIのとMI見てないとき日報って流行ってんだってずっと友達とかに言ってたから
そういう人がすぐ理解できるぐらいまではのめり込める番組なのぜひ見てほしいんですけどね
ゆめきとかもやっぱ普通に出してるけどこれ説明なしでゆめきゆめき言われて本当にどういう気持ちなんだろう
日分の練習生にダンスを教えてるトレーナーさんもうなんか名前名義名義っていうかまあ人です人なんだけど小ゆめしみたいになってるんですけど
まあとにかくちょっと怖めのすごい顔つきしてる人なんですよ
すごい顔つきしてる人なんですよ
でもそういうのってやっぱMC
僕みたいな立場の人が
あんちゃんさ
今日重大リスナー多いって絶対
あんちゃんさ
クジラ屋じゃないんだから
結局このラジオには
ピグレットみたいな連中しか
今もピグレットたちは
ケラケラケラケラ
兄ちゃんって言って
変な顔して
たけしなのかピグレットか
バカやろとか言って
兄ちゃんもっと使ってね
ピグレットで
でもみーあいのファンの方とかって
ピグタちゃんでしゃばったらダメです
とにかく過ごしやすい環境づくりを
マジでしゃばんないでください
まあ新規塗装sns上で
あんにゃんしちゃダメ
本当に恥ずかしい連中だけには
ほんとにマジでダメよ
だからのピグ
しっかりもうしっコ
ま顔で聞いてか
あの顔しちゃダメ
いいいいいいwolf
おち全てを Jumping making me laughing
ブーバーもうねっしゃねーもまあ僕がいるんででも大丈夫ですよそのピン形も僕なんて 全部狭間にんだから
みんなのファンはね笑ってくださいぜひ楽しく聞いてください お前らはもうでしょ版だ待っても真顔ね
ひっはっは まあまあしょうがねー奴らもいない一緒ということでこの後
みーやいとの時間がこの番組最初で最後のキラキラしたお時間です はい今週も始めていくぜアナのオールナイトニッポンゼロ
me
今夜は録音放送ですが x はあの a na 0でたくさんつぶやいてください さて番組はライブ配信アプリの17でも東京中学有楽町日本放送第6スタジオの
ライブ映像とともに同時生配信のお届けしていきます 17のアプリをダウンロードしてオールナイトニッポンゼロのアカウントをフォローするだけで
誰でも簡単に無料で見ることができます オールナイトニッポンゼロぜひ17でもお楽しみください
ここで一曲クリープはいこそのトレビュータルバムもしも生まれ変わったならそっと こんな声になっててあのがカバーさせてもらった一曲です
あの社会の窓",93,0.11650530993938446,"['日本', '舞台', '日本放送', '生配信', 'タイ', '全国', '届け', 'リアクション', 'アカウント', '有楽町']","[0.27071622, 0.15218793, 0.1324619, 0.06389124, 0.061941158, 0.04422556, 0.043269075, 0.04050228, 0.032970347, 0.032759108]"

./././Data/test_data/mid_presentation/ano\20240830\split_audio_2_6.wav,"さんにも鍛えられない 全然食べてなかったらお父さんにでも
であやねさんは黄色とラーメンが好き
黄色
昔からですか
物心ついた時から黄色を身につけて生きてます
もう本当じゃあちっちゃい時からですか
はいランドセルも全部黄色
ランドセル
黄色の探して買いました
こだわり強
いいね
すごーい
今回はでもあれ私服ですか
はい私服です
私服なんだ黄色くないね
よそ行きです
よそ行き
えーでもまず私服っていうところにちょっと僕はテンション上がってるんですけど
でラーメンも好き
はいラーメンも大好きです
何ラーメン好きですか
えっと豚骨ラーメンが
豚骨ラーメン
えなんか体型
体型なんで人がむずくないんですかラーメン好きって
",51,0.43027693033218384,"['部分', 'レストラン', '体型', 'お姉さん', '黄色', '課題', '締め', '建物', '私服', 'かも']","[0.6067542, 0.10388176, 0.07587943, 0.052971885, 0.041197732, 0.034419913, 0.030911962, 0.026491338, 0.0049883737, 5.3012987e-05]"

./././Data/test_data/mid_presentation/ano\20240830\split_audio_2_6.wav,"怒られるんだねやっぱ大変だよね耐久感で
二人お二人もラーメン食べます
そうですね私はでもそんなにラーメンを進んで自分から食べる方ではなかったんですけど
あやねちゃんのラーメン好きに影響されてしかもそのあの外で飲食店とかに行くときにラーメン好きな人が多いんですよ
まあでもそれじゃなくて飲食店で食べるとかじゃなくてインスタントラーメンすごい美味しいアレンジの仕方とかしてたりして影響を受けてハマって自分でも食べるようになりました
何ラーメンが好きですか
私は味噌が好きです
味噌何ラーメン好きですか
なんかあんまりこれって決めてないんですけど私もカップラーメンすっごい好きで昔から1日2個とか
だいたいアイスと組み合わせて辛い系の
んだけど僕もラーメン大好きなんで じゃあアレンジ教えてください
いいのあれば後でじゃあライン で
今ですか はいということで今回3人がオール
ナイトニッポンゼロ来てくれたん ですけど初めてですかオールナイト
ニッポンゼロは 私は初めてなんですけど
あるような空気あったけど今 ないです初めてであってますよね
で録音でオンエアは深夜3時から っていうちょっと本当に頭が変な
こういつもこうやって オンエアの中に入ってたりとか
3時 でも起きてる時は普通に起きて
ます 起きてるんだ
何してます夜は スマホを見るかなんか食べてる
かドラマ見てるか えー3時に食べる
けど基本的に楽に過ごそうとする とそれくらいの時間にそれこそ
ラーメンを吸ったりって感じで イカツいいね
ドラマ何見てます ドラマは結構私韓国のものとか海外
のものを見ることが多くて結構 何だろう面白い感じのドラマを
軽いコメディみたいなやつをめっちゃ 見ます
えーその夜ぜひねラジオも聞いて みてください
あーね 聞いたことあります
え僕のラジオは聞いたことあります か
すごい えピグですか
ピグだったやん え嬉しいですじゃあ僕が結構勝手に
ね本当勝手にあの 私のラジオを聞いたことあります
えピグですか ピグだったやん うれしいですじゃあ僕が結構勝手にね本当勝手に
さあ一回見てみるとみんなより 世間より遅いタイミングであの日
風を見て盛り上がってるっていう のも知ってらっしゃる
マジで最近見終わったんで超遅い
2週間前くらいに私たちデビュー したってきました
オメデットと ありがとうございます
もうあのセカンド出てますから 曲
いやよかったよココロちゃん最後どうなるかと思ったよ
なんか絶妙に勘づかれのようなLINEで言ってる感じあるよねあの一言
どんなこと言われました3人は
アヤネはなんか魅力天聖の歌声魅力
伝説のステージにどうのこうのみたいなのが出た気がします
言ってた言ってた伝説
でもね自分って思えるその伝説のステージって言われて
アヤネは絶対のだと思ったの
でももうさあのその選ばれた時本当に自信がなかったみたいな
諦めモードだったって言ってましたから
今までなんかこんなに高い順位に来ると思ってなくて
マジ今のさシーンさそのさ今の喋ってたのさ
もうニチプのさあの変なさなんかインタビューの時みたいで
めっちゃテンション上がったすごい
ちょまどちゃん
もう最初からたぶんそこ後評価をすごくされてたのに
最後まで自信情けたったのが臆病とよそう性格なんですね
いや本当にもう歌声はもう本当に全然同じよね
本当に良かった僕も彩音さんの
歌はいつから好きというかやってるんですか?
歌ってたって母から聞きました
言葉を覚える前に
言葉を覚える先に歌ってたって聞きました
",64,0.3423340618610382,"['週間', '一言', '自信', '伝説', '今すぐ', '韓国', '味噌', '魅力', 'セカンド', '歌声']","[0.3964957, 0.2304881, 0.1711984, 0.048264742, 0.04642695, 0.032666676, 0.030029442, 0.018568756, 0.010700963, 0.0051322323]"

./././Data/test_data/mid_presentation/ano\20240830\split_audio_2_6.wav,"産声が歌うみたい
じゃあ黄色もその頃から好きで
",51,0.26368072628974915,"['部分', 'レストラン', '体型', 'お姉さん', '黄色', '課題', '締め', '建物', '私服', 'かも']","[0.6067542, 0.10388176, 0.07587943, 0.052971885, 0.041197732, 0.034419913, 0.030911962, 0.026491338, 0.0049883737, 5.3012987e-05]"

./././Data/test_data/mid_presentation/ano\20240830\split_audio_2_6.wav,"歌も気づいたら歌ってた
それをこうやって職業にできてるのはやっぱ素晴らしい
今僕本当にファンの人から羨ましがられる時間だよね
だからココロちゃんが本当
なんであんな3位とかみんな取ってましたよね
ずっと hace4
ピック数が減った時に
なんかあの順位下がるとは思ってたんですけど
思ったよりも結構ドンって下がっちゃって
本当に心喪失って感じでしたその時は
ピックっていうねなんか選べんじゃん誰か
国民投票でその票数を2人に入れたり1人に入れたりで最後1人だっけ
減ったから必然的にみんななんか少なくはなるんだと思うんだけど
それで最後11位が一番最後に発表されて
ココロちゃんずっと上位だったから
僕はこのラジオでも言ってるんですけど
日分を2話ぐらいまで見てから
全然電波で皆さん来てくださって
大ネタバレ食らったっていう
ふざけんなよみたいなくそーと思って
超楽しみにしてたのに実物でネタバレみたいな感じだったのね
それがきっかけなんだけど
だからその時ココロちゃんよかったね
いや多分そんなのだ2話しか見てないから
なんか最初アイドルのモモンナさんでしたっけ
と一緒にアイドルのチームでやってたから
本当に結果的にマジで良かったねっていうところはやられちゃいけないのが
おなじみだと思ってたからよかったねって言ったら本当に本当に結果的にマジで良かったねっていうところがあったんで
後に行き着きましたしでもまぁ そのでんでんでんぱで会った時
正直こんなにドキドキさしなかった というかさ今と全然違うから逆
にどうでしたでんでんでんぱは 楽しめましたか
楽しかったです えみゅーちゃんはもう全然楽しく
なさそうだね あんなに変顔頑張ったのにひどい
途中から変顔をする勝負みたい になってこれぼくみゅーちゃん
とぼくもうすごいゼロ距離でスキン 距離で変顔しあった仲なのでその
時はもう普通にタレント同士じゃない け感じでやってたけど後々やっぱ
食券満用の程があるって感じで 楽しかったですよ
楽しかった いまだにあの変顔の切り抜き使われ
んですけどぼくの印象どうでした まぁ佐々木もいたけど
でもほんとにテレビで拝見してる よりもなんかさらに私は優しい
なんか佐々木さんがあの結構あの 食い込んだ感じでガッガッガッって
こられてるところをいやいやいや お手柔らかにっていう風に言って
くださってて私たちもまだ全然 バラエティとか経験してなくて
っていうのがあったんですよ結構 のところをえどうしようこれ答え
ので優しいなって感覚はおってから えみんなで言ってたよね
え嘘
優しくない佐々木がクソなだけ だよマジであいつが異常そうあいつ
がちょっとあのまぁバラエティ の先輩風吹かして調子乗ってただけ
でもうぼく普通なんでいやでも ほんとに楽しかったしなんかバラエティ
どんどんバラエティもね出ます よね
",46,0.13018079102039337,"['漢字', '武道館', 'バラエティ', '目標', 'フリ', 'お芝居', '世間', '界隈', 'ポジション', '運動神経']","[0.28523335, 0.23199385, 0.16465119, 0.14931832, 0.05382413, 0.04491366, 0.016789326, 0.01375437, 0.012607056, 0.012338497]"

./././Data/test_data/mid_presentation/ano\20240830\split_audio_2_6.wav,"やっていかないといけないなと思 っています
やりたいですかバラエティ
いろんなバラエティがあるから 確かに11人いるとなんか出れそうな
適材適所もあるしねクイズ番組 とかみゆうさんいいですねかなり
そうですなんか楽しかったしなんか やっぱりそうやって自分の適材
適所で出れるとなんか相撲も出 てるしね
もん陶 formul、すが聴者として見えて いいなと思います
ただのファンなんだっていや でもほんとそうだよねそれぞれが
だって彩音さんもなんかうじゅっと 変っていうか面白い人もいる
足えない
なんか僕も見たのは風船を鳴って バコーンって投げてやってるから
ハイファイブのですかね
ああいうなんかユーモアがある行動をする方が
お笑い好きとかでもない
でもお笑いは家族
姉がいて姉がすごい見るんですけど
なので姉のお笑いの思想の強さは多分
でも全然私よりもっとみゆさんとかけいちゃんとか
お客さん高いので
全然私はそういう名乗り出てもいいような枠だと思って
メンバーの前でも普段からこんな感じなんですか
その時のモードによるくん
めっちゃおちゃらけてる時は確かに
でもはっちゃける時は人一倍
不思議な動きが多いですね
祭りが大好きなんです
まあ皆さん見れてないと思うんですけど
",45,0.23506364226341248,"['芸人', 'お笑い', '内容', 'and', 'You', '温度', 'いとこ', 'me', 'all', '気持ち']","[0.4028511, 0.22662064, 0.09747057, 0.08616675, 0.063062236, 0.052740768, 0.034200177, 0.013008948, 0.011726603, 3.083504e-05]"

./././Data/test_data/mid_presentation/ano\20240830\split_audio_2_6.wav,"祭り?祭りが好き?
盛り上がる場所が大好きなので
お嬢ぴったりですね見合い
にぎやかに11人いて楽しいですね
このバラエティーは出てきますか?
私激辛とかチャレンジしたいなとか思ったり
わー有吉ゼミ
ずっと有吉ゼミ出ましたか?
好き嫌い激しいと僕あんま向いてないんでもう出ないと思うんですけど
でも出たかったらいいんじゃない?辛いの
結構ストレス発散の中の1個って感じです辛いの食べるのが
辛いラーメンが大好き
めっちゃ中本でしたっけ?
ね北極のやつ食べたりする
それにそこのコンビニの角煮を入れて食べると本当に美味しいです
あーなんでそういう良い情報
やろうこんなやるしくないじゃない
こないだそのあのクリームなんたらでMIの2人とそれこそ激辛みたいなのやってた
けいことりのんのやつですよね
クリームなんたら
いやもうこれからからいろんなとこで共演できるのも楽しみですけど
会ってみたい人とかいます?芸能人
芸人とか好きな芸人とか会いたい芸能人
そうですねやっぱり私ずっとそのロールモデルが1人なんか何人かっていうか本当に1人で
あの元あいずわんにもソロ歌手で活動してる韓国のコヌンビさんってアーティストさんがすっごい好きで
あのもう結構本人も私のことを知ってくださってるみたいでいつか会いたいなって思います
全然遠くなさそうだけどね楽しみだねお二人お二人は
私は女優さんが大好きで
あの福本梨子さん
とあと小芝風花さんにいつかお会いできたら嬉しいなって思ってます
女優さん可愛い系の
はいそうですどちらも可愛い感じの綺麗なんですけど可愛い雰囲気持った女優さんですごくドラマだったり映画とかも見てるので拝見させてもらってるので
なんかいつかバラエティとかで共演できたらなーっていう風には思ってます
お芝居とか興味ないんですか?
じゃあそちらもお楽しみに
あやねさんは?
そうですねバンドをやってたので
そういった東京事変さんだったりとか
一度こうお目にかかりたいなっていう風に思ってます
会えるんじゃない一番可能性ある音楽番組で
確かにフェスとかも
バンドやってたんだ
はい部活動で軽音部に所属してました
ボーカル?
はいボーカルです
それでやっぱ発声とかがもうかなり基礎ができてるっていう素晴らしいです
いやでも東京事変は
うんはいボーカルですそれでやっぱ発声とかがもうかなり基礎ができてるっていう素晴らしいですいやでも東京事変は
うんはいボーカルですそれでやっぱ発声とかがもうかなり基礎ができてるっていう素晴らしいです
会えんじゃない?紅白とか出たら椎名凜子さんはまず会えそうじゃない?
うん確かに私たちが出れるように頑張ります
出れるって僕でんでんでんぱんの時も言ったもんすぐ出るでしょみたいな
是非よろしくお願いします
目標として立ってるので
いやほんとにもういろんなとこ出てほしい
じゃあ僕が結構みーあいの話をラジオでしたらそのみうさんがうって呼ばれてるって
情報が来てそれはなんでって
なんか多分なんですけど番組中から呼ばれ始めたみたいでその時は私SNSを見れてなかったので
詳しくはちゃんと知らないんですけど多分笠原桃名が番組中でなんか桜井みうみたいな感じで
呼んだテロップっていうか字幕みたいなもので
あのフルネームの漢字に小文字の
うがカタカンでくっついたものが流れてそっからそれで呼ばれるようになって
令和の湯婆婆みたいな感じになっていかれました
湯婆婆みたいな感じでうだけ残ってしまって
そうですね今までやっぱなんか名前が二文字だとみうだと
なんかあんまり頭が
流雪物とかもつけられにくくてひたすらみうみう言われてたんですけど
いいことがやっぱりうちわでいろんなイベントでうちわ持って応援に来てくださる auchiaで
うちわで見つけやすさが尋常じゃなくて
いいよ笠原桃甘田ナイスと思いました
出だつーもんねうだと
えイコッチがオフィシャルですか
jasue
うう depends you
wwwww
うで合ってんのかなえそうですよ カタカナは小っちゃいわ他のメンバー
いじられるときによくしずくくん なんかうちゃんうちゃんって言
ってるの聞いたことある りのんとからんとかしーちゃん
とかしずくとかがふざけてるときに うだとか言ってきます
うなんだねかっちゃんはう そうですねこっちも後から知った
くださいでも本当にそのにちぷー はファンの方がこうやってなんか
デビューするんだもん本当にリアルタイム で見たかった絶対その字も投票
してでもさ投票何国民プロデューサー が
 corpse から そうなんかいっぱい目の間に
幕開けたら入った時あってんな Hmiphone
俺どういう気持ちでした バッと入ったらなんかお母さん
のような人たちいっぱいいるって かんな
あああれはね稼業しました見てる 顔は
 Sam内容はね感動しました見てる顔 は
嬉しいですよねやっぱ声が聞こえて くるぞ
 sample Undo
感動した So
ement転押しましたねっ
使って backpack it's so so speaking it's all just talkingしいとこで
書くってので especially but many teaches came up and
 and i also heard they came up and
でトレーナーの方々とも仲良くなりました
その中曽根ダンストレーナー
その間KコンのLAでお会いできました
私たちのファンコンサートとかにも
中曽根さんもカエラさんとかも来てくださったりとか
テルマさんとか
でも最初国民代表が木村カエラさんって知った時は
なんで木村カエラなんだろう?みたいな
私は最初もしかしたら芸人さんが出てくるのかなって予想してたので
芸人さんだと思ってたんだ
小さくがちょうど芸人さん
ナイナイ?
ナイナイさん?
しかも2回続けて
ナイナイさんがやってるの?
吉本さん
吉本だから
確かにじゃあナイナイさん来ると思っちゃうか
よかったね木村カエラさんで
やべっちゃなんかにね
やべっちゃ
やべっちゃなんかにね
視界的な立場にはめちゃくちゃ上手ですけど
木村カエラさんね曲もね最後作ってくれたしね
もうセカンドシングル出たのか?
ハイファイブ
いやもうそんなタイミングで僕は見終わってるからね
じゃあぜひそれ1曲紹介お願いします
明日8月28日水曜日にお楽しみに!
明日8月28日水曜日にリリースされる
MI-AIのセカンドシングルです
ハイファイブはMI-AIと初めて過ごす夏をテーマに
爽やかで夏らしいサマーソングとなっております
じゃあ曲紹介をお願いします
MI-AIで
じゃあMI-AIで言ってハイファイブしてみて
そうよここに
なんかそういう曲振りじゃなくてハイファイブの曲の説明かと思ってめっちゃボーっとしてました
曲振りもいっちゃいますか
MI-AIでハイファイブ
ハイファイブ
上がってくテンションハイファイブハイファイブ
ハイファイブ
Like a diamond diamond diamond
太陽とmy sweat
Give me lemon lemon lemon light
決めたんだ季節がさ
囚わさ早いミニスハイ
見つめ合う笑顔
誰も知らない
上がる温度と鼓動
Too high
I do summer
初めて感じる気持ち
It's just for you
For me
Higher and higher
Just for you
ハイファイブ ハイファイブ
上がってくテンション
ハイファイブ ハイファイブ
Say hi summer
Gonna be a good time
ハイファイブ ハイファイブ
これまでに感じたことのエナジー
I love it yeah
Say hi summer
一緒にハイファイブ
ゆらゆらにRush
揺れる想い Confusion
Feelin' good Feelin' super good
Just you and me
一緒にいる場所Sunshine
光 光 君の瞳
真っ直ぐにYou're lookin' at me
カニバルはHenry
Just for you and me
ハイファイブ ハイファイブ
上がってくテンション
ハイファイブ ハイファイブ
Say hi summer
Gonna be a good time
ハイファイブ ハイファイブ
これまでに感じたことのエナジー
I love it yeah
Say hi summer
一緒にハイファイブ
春夏秋冬と
そばにいたいけど
This summer
特別な季節になる
Hi! Hi summer
Give me high
ハイファイブ ハイファイブ
上がってくテンション
ハイファイブ ハイファイブ
Say hi summer
Gonna be a good time
ハイファイブ ハイファイブ
これまでに感じたことのエナジー
I love it yeah
Say hi summer
一緒にハイファイブ
You give me high five
Let's say hi summer
Hey! Come on over
Say hi summer
You give me high five
Let's say hi summer
Hey! Come on over
Say hi summer
一緒にハイファイブ",45,0.26904454827308655,"['芸人', 'お笑い', '内容', 'and', 'You', '温度', 'いとこ', 'me', 'all', '気持ち']","[0.4028511, 0.22662064, 0.09747057, 0.08616675, 0.063062236, 0.052740768, 0.034200177, 0.013008948, 0.011726603, 3.083504e-05]"

./././Data/test_data/mid_presentation/ano\20240830\split_audio_5_1.wav,"頭の位置動かない
なんかそういうめっちゃクールだし見た目めちゃくちゃ綺麗なのに癖が強いっていうのが魅力的ですね
でその走る時もちょっと癖がある
なんか走り方は東大を以前出させていただいた時にダッシュして答えるっていうコーナーがあってちょうど今外にいるマネージャーさんに
みゆちゃん走り方やばいで
でも最初から見たけど結構すごかった
こちらとしては本当になんか全力で取り組んだ結果はやばかったらしくてなんか多分運動神経は良くなくて
その代わり筋肉使うその腹筋を使うっていうのがすごかったんですよ
その筋肉使うその腹筋を使うっていうのがすごかったんですよ
腹筋とか体力テストだとなんか反復横跳びとか腹筋とか長座体前屈みたいな地味なやつでめっちゃジューみたいな
立ち幅跳びとか本当にダメです
へーじゃあそのちょっとパワー系はいけるみたいな腹筋系
筋トレ系だと得意だけど優先付けが無理です
誰が一番足早いんだろうメンバーの中では
ココロちゃんじゃないですか
ココロちゃん
でもどちらかといえば短距離よりも長距離が得意で
タイプではあるんですけど
とにかく公園とか広場をひたすらこうやって走るみたいな
部活とかやってなかったんですか
部活は普通にダンス部で全然走りに
えーあやねちゃんは
そうですねえっとこうなんか何か物を自分
なんか物をかますとできなくって
かます?
えっと例えばラケットを持つとか
でも走るのは苦手なんですけどマットフンドは得意でした
なのでなんか感覚がつかめなくて
なのでいつもあのバットミントンとかもこうラケットの近く持って打ってもいいです
なんか距離感がつかめなくてすごい透かしちゃうので
この丸の近く持って
野球とかも苦手
素振りの振りとかいけますか?今
いややっぱそのバレーブーの風船を叩きつけてるのとか見てるからさ
バットってことですよね
バット
いやいやいや絶対できるよ もうすごい高速球が飛んできたよ
多分野球もテニスラケットとかだったら広いんで
ちょっとバットは厳しい 投げる方もいけますか
絶対ブンって言う
聞こえてきたの?風の音が
すげー なんか音すごかった
シュッて歌 シュンって
そりゃ風船もあんなパチンっていくよね
肩が強いね
父が野球少年だったのでよくキャッチボールをしてて
それぞれだから得意分野違いますよねスポーツの
メジャーネームトップロープさん
MIiの中で今一番流行ってるものはなんですか?
遊びや乗り食べ物など何でもいいので教えてください
",84,0.14666254818439484,"['最初', '高め', '見た目', 'カメラマン', '真実']","[0.9142613, 0.04402097, 0.029843599, 0.0024860192, 0.0009688415]"

./././Data/test_data/mid_presentation/ano\20240830\split_audio_5_1.wav,"なんか11人もいると11人全員でハマってるってことはなかなかないんですけど
ゲーム機器とか
チロチロってやつ
何それ?
なんかココロッチみたいなやつ
あーココロッチみたいなやつ
キホルダってカバンにつけてるよねしかも黄色の
練習中になんかすごいピロピロ言ってたみたいで
あのスタッフさんに育成ゲームの方大丈夫ですかって言ったら
やってみたらもうUFOに変わっててもうトラウマで
いやいや待って人が死んだみたいなテンションで喋るじゃん
その中のキャラクターが死んだんだけどでしょ?
あのちょっとなんか1回目でも今回2回目だったんですけど1回でもちょっと本当に1回目でも相当ショックでちょっと車の中で泣いててショックだったんですけど
すごい感情移入
あれバカすか死ぬゲームだよ
意外とブームみたいになって
他はないですか?食べ物とか
遊びでも海苔とか
海苔?
あ、なんかあの音楽の日に出演させていただいた時に
あの私たちのそのみーあいから誰も出なかったんですけど
その主催者のしゅっとキングさんが集めた選抜メンバーの方が踊ってた
あ、これがっていうより作品がすごくかっこよくて
すごく中毒性のある楽曲でもあったのでみんな口ずさみながらよくこうやって
なんかしちゃうみたいな語尾の時に
なんか食べちゃうとかハゲちゃうとかやります
みんな共通のノリ
それはねこのメール送ってくれた人のおかげで知れましたよ
じゃあラジオネームひかりちゃんさん
あなちゃんこぼろちゃんみゅーさん
あやねちゃんこんばんは
自分のMVTIでやっぱ私○○だなって思うことありますか
みんなのMVTIトーク聞きたいです
MVTIは確かに日プの方のなんか
日プ自体映像になんかMVTIが書いてあって
私はあのINFPなんですけど
でもたまに愛といいは行ったり来たりするのであれなんですけど
だけどやっぱNとFのところがその
なんだろNはこうなんて言うんですかね想像型というか
わりかしこう連想ゲームとかが得意なんですけど
NのタイプでSは現実型なので
だからこうやって言うとSが良くないみたいな感じなんですけど
なんか物事を想像するっていうよりは今を生きてるみたいな
未来のこと心配とかこう
複雑に考えたりするっていうよりは今にフォーカス向けてるタイプで
私はすごいNだなって思うのは
大案をすっごい考えます私
相性ではなく
それもあります絶対にそれプラスと思います
そうなったその光景とか景色までを頭に浮かべちゃうんです
あやねってNだよね
そうですねINTPです
INTP
はいINTPです
論理学者かなだったかなだったんですけど
論理学者
なんかなので結構自分のパフォーマンスとかもすごく
逆の読解だったりとか
なんかすごい多分結構私とかじゃないTとかじゃない人から
桃野さんとかもENTJで好き
",4,0.15551407635211945,"['タイプ', 'ツッコミ', 'ノリ', '遊び']","[0.47106516, 0.18365645, 0.17000322, 0.16416137]"

./././Data/test_data/mid_presentation/ano\20240830\split_audio_5_1.wav,"音楽の追求だったりとか結構話し合うんですけど
えっそんなになんか結構追求するって感じの具合だったので
オタク気質って言うんですかねって感じです
結構もうガッと調べるっていうか
自分の中の見解で分析して
それをパフォーマンスにも反映させるタイプですかね
なんですごい他の方のパフォーマンスとか
インプットをめちゃめちゃしたいタイプで
それはすごく長所というか
僕ISTPなんで
どう自分でISTPだな俺って思う時
それこそメンバーとして
メンバーとかファンの方とかに
奇数のISTPってめっちゃ言われて
ISTPがその他の人からどうやって映ってるかよく分からないので
なんかその全体的には分からないんですけど
一番最後のやつISTP
AかTみたいな
さっき前ねそのTだって言ってたんですけど
なんか自己主張をしたり
その結構基本的なマインドが
ちょっと正しいか分からないんですけどAで
なんか彩音がさっき言ってたみたいに臆病みたいな感じになったり
自己主張が苦手みたいなのがTだった気がするんですけど
そこがA100%
えぇ
100%
100%出るのは珍しすぎる
だけどSも98%出て
ISTPだからっていうよりかは本当にSなので
そこそこそぷて中にりのさんが
みんなお花畑を想像しろとか
花…はぁ…みたいな
そういう気持ちで聞いてたんだ
ほんとココロちゃんってそこ逆で
なんかその1人の
人のなんかその表情とか言葉とかで
なんかその良くも悪くもどっちも長所があると思うんですけど
全部必要だったら言うみたいなとこで
やっぱ一番最後のAが100%っていうのを感じます
ISTP何々の何々は分かんないけど
結構特になんかISTPとかは一番とか
INFPとかもあるんですけど
一番最後のTとAで
だいぶ同じNBTIでも違うと
それこそリノンね
リノン分かりますか
リノンはINFP Aの方なんですよ
でも私とすずはINFP Tなんですよ
まあNBTI見てて
UNA行動は
なんか特にFの方が多いグループだから
あやねとかも結構バランスいいじゃんTとFの
ももなもTなんですけどもともとFだったり
いろいろ出るタイプで
ずーっと本当にドTなのが私ぐらいしかいないので
なんか花束もらってたじゃん最近その仕事で
あやねちゃんはもう黄色だ嬉しいみたいな
