file_path,transcription,topic,topic_probability,nouns,probabilities
./././Data/test_data/mid_presentation/audrey\20241116\split_audio_2_1.wav,未,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/audrey\20241123\split_audio_1_1.wav,日,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/audrey\20241123\split_audio_1_5.wav,オ,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/audrey\20241123\split_audio_3_1.wav,オ,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/audrey\20241130\split_audio_1_1.wav,ポ,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/audrey\20241130\split_audio_1_2.wav,み,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/audrey\20241130\split_audio_1_6.wav,日,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/audrey\20241130\split_audio_1_8.wav,日,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/audrey\20241130\split_audio_3_1.wav,オ,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/audrey\20241207\split_audio_1_1.wav,日,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/audrey\20241207\split_audio_2_4.wav,プ,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/audrey\20241207\split_audio_2_6.wav,踊,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/audrey\20241214\split_audio_1_1.wav,日,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/audrey\20241214\split_audio_1_3.wav,オ,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/audrey\20241214\split_audio_1_4.wav,小,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/audrey\20241214\split_audio_2_2.wav,続,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/audrey\20241214\split_audio_4_1.wav,オ,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/audrey\20241221\split_audio_1_1.wav,日,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/audrey\20241221\split_audio_1_2.wav,一,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/audrey\20241221\split_audio_1_4.wav,日,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/audrey\20241221\split_audio_1_5.wav,日,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/audrey\20241221\split_audio_1_7.wav,放,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/audrey\20241221\split_audio_2_3.wav,未,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/audrey\20241221\split_audio_3_1.wav,オ,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/backnumber\20240911\split_audio_1_1.wav,ク,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/backnumber\20240911\split_audio_1_2.wav,た,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/backnumber\20240911\split_audio_1_3.wav,バ,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/backnumber\20240911\split_audio_3_1.wav,こ,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/backnumber\20240911\split_audio_4_1.wav,深,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/backnumber\20240911\split_audio_5_1.wav,ジ,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/backnumber\20240911\split_audio_5_2.wav,光,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/backnumber\20240911\split_audio_5_3.wav,ホ,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/backnumber\20240911\split_audio_7_1.wav,バ,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/backnumber\20240911\split_audio_8_1.wav,光,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/backnumber\20240911\split_audio_8_3.wav,バ,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/hanbureddazu\20240911\split_audio_12_3.wav,日,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/hanbureddazu\20240911\split_audio_1_1.wav,バ,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/hanbureddazu\20240911\split_audio_1_2.wav,錆,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/hanbureddazu\20240911\split_audio_8_1.wav,深,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/hanbureddazu\20240911\split_audio_8_3.wav,何,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/hanbureddazu\20240911\split_audio_9_2.wav,精,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/hitsuzibungaku\20240911\split_audio_1_1.wav,時,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/hitsuzibungaku\20240911\split_audio_3_1.wav,羊,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/hitsuzibungaku\20240911\split_audio_4_1.wav,来,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/hoshinogen\20240624\split_audio_1_1.wav,う,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/hoshinogen\20240624\split_audio_2_2.wav,一,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/hoshinogen\20240624\split_audio_2_3.wav,人,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/hoshinogen\20240624\split_audio_4_1.wav,今,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/hoshinogen\20240624\split_audio_4_4.wav,続,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/hoshinogen\20240624\split_audio_7_1.wav,ゲ,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/hoshinogen\20240624\split_audio_8_1.wav,ニ,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/hoshinogen\20240624\split_audio_8_2.wav,こ,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/hoshinogen\20240626\split_audio_1_1.wav,ク,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/hoshinogen\20240626\split_audio_2_1.wav,星,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/hoshinogen\20240626\split_audio_4_1.wav,多,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/hoshinogen\20240626\split_audio_4_2.wav,は,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/hoshinogen\20240626\split_audio_5_1.wav,は,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/hoshinogen\20240626\split_audio_6_1.wav,西,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/hoshinogen\20240626\split_audio_8_1.wav,サ,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/hoshinogen\20240626\split_audio_8_3.wav,た,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/hoshinogen\20240626\split_audio_9_1.wav,次,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/hoshinogen\20240703\split_audio_1_1.wav,ど,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/hoshinogen\20240703\split_audio_1_2.wav,何,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/hoshinogen\20240703\split_audio_2_1.wav,う,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/hoshinogen\20240703\split_audio_3_2.wav,星,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/hoshinogen\20240703\split_audio_3_3.wav,全,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/hoshinogen\20240703\split_audio_3_6.wav,続,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/hoshinogen\20240703\split_audio_5_1.wav,オ,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/hoshinogen\20240703\split_audio_5_3.wav,星,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/hoshinogen\20240716\split_audio_1_1.wav,ど,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/hoshinogen\20240716\split_audio_2_1.wav,ハ,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/hoshinogen\20240716\split_audio_3_4.wav,星,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/hoshinogen\20240716\split_audio_5_1.wav,今,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
./././Data/test_data/mid_presentation/hoshinogen\20240716\split_audio_5_6.wav,本,32,0.013944908,"['番組', '日本', 'スタジオ', '届け', 'アプリ', '生配信', '関西', '同時', 'ライブ映像', 'ライブ配信']","[0.37237573, 0.19392738, 0.109189495, 0.085377716, 0.083261795, 0.05668098, 0.016584937, 0.0131259225, 3.9251013e-06, 3.9250567e-06]"
